54
t_index   tf-idf    
28        0.002
226       0.162
373       0.162
389       0.208
606       0.162
611       0.079
830       0.099
877       0.104
1063      0.092
1290      0.132
1360      0.114
1563      0.096
1626      0.119
1664      0.096
1666      0.112
1900      0.106
1957      0.104
2003      0.132
2337      0.092
2348      0.093
3173      0.235
3278      0.147
3364      0.205
3419      0.162
3457      0.147
3624      0.167
3655      0.162
3663      0.183
4153      0.092
4342      0.119
5077      0.119
5137      0.101
5160      0.147
5224      0.09
5319      0.108
5484      0.127
5507      0.123
5551      0.116
5603      0.162
5711      0.114
5736      0.127
6342      0.162
6409      0.114
6508      0.084
6824      0.119
6925      0.263
6996      0.127
7172      0.147
7256      0.116
7671      0.162
7689      0.085
7692      0.162
7758      0.119
7790      0.108
