57
t_index   tf-idf    
114       0.002
173       0.09
186       0.071
572       0.093
806       0.056
874       0.056
1125      0.09
1294      0.093
1370      0.097
1397      0.108
1557      0.072
1668      0.246
1694      0.059
1737      0.057
1911      0.054
2646      0.168
2789      0.068
2813      0.084
2847      0.092
2923      0.066
3224      0.239
3443      0.086
3655      0.239
3816      0.203
3862      0.403
3870      0.067
4099      0.108
4213      0.093
4991      0.041
5077      0.088
5115      0.093
5146      0.147
5191      0.239
5553      0.077
5755      0.194
5802      0.088
5889      0.079
5942      0.108
6166      0.068
6320      0.086
6376      0.108
6409      0.084
6461      0.108
6618      0.064
6627      0.063
6630      0.065
6678      0.068
6914      0.114
6981      0.086
7030      0.082
7119      0.111
7180      0.052
7385      0.108
7400      0.119
7686      0.226
7705      0.325
7838      0.082
