37
t_index   tf-idf    
111       0.002
168       0.123
350       0.125
438       0.17
572       0.147
586       0.095
606       0.188
940       0.113
1143      0.127
1563      0.112
1730      0.129
1762      0.142
2374      0.188
2508      0.108
2789      0.107
3224      0.565
3321      0.125
3503      0.112
4006      0.116
4018      0.101
4025      0.11
4508      0.125
4608      0.285
4684      0.109
4837      0.093
5310      0.129
5336      0.153
5633      0.17
6010      0.129
6578      0.153
6981      0.135
6996      0.147
7283      0.16
7406      0.097
7686      0.119
7695      0.188
7837      0.062
