37
t_index   tf-idf    
186       0.003
572       0.138
1575      0.124
1638      0.144
1666      0.243
1702      0.071
1721      0.087
3005      0.105
3085      0.119
3094      0.138
3108      0.127
3212      0.08
3224      0.53
3655      0.354
3880      0.144
4051      0.16
4187      0.072
4246      0.119
4809      0.113
4826      0.138
4991      0.182
5041      0.144
5077      0.13
5159      0.13
5444      0.117
5589      0.13
5682      0.127
6241      0.16
6292      0.105
6755      0.177
6981      0.127
7203      0.112
7257      0.067
7385      0.16
7513      0.16
7686      0.112
7837      0.058
