45
t_index   tf-idf    
408       0.002
443       0.129
465       0.151
471       0.066
508       0.104
572       0.118
593       0.065
889       0.097
1007      0.106
1024      0.099
1184      0.09
1721      0.075
2307      0.176
2337      0.086
2354      0.085
2390      0.137
2551      0.082
2659      0.129
3173      0.366
3212      0.205
3577      0.137
3655      0.151
3775      0.081
3884      0.17
3958      0.089
4140      0.129
4206      0.118
4267      0.151
4695      0.073
4864      0.151
5071      0.151
5444      0.1
5773      0.106
5826      0.123
5836      0.077
5868      0.319
5919      0.369
6096      0.081
6304      0.246
6981      0.109
7030      0.104
7164      0.137
7231      0.151
7507      0.097
7686      0.096
