36
t_index   tf-idf    
406       0.004
450       0.122
593       0.07
637       0.126
661       0.147
1360      0.114
1540      0.096
1957      0.104
2051      0.101
2239      0.088
2462      0.079
2529      0.162
2847      0.187
2948      0.162
3173      0.469
3270      0.147
3655      0.486
3760      0.081
4135      0.19
4176      0.092
4809      0.103
4964      0.126
5305      0.138
5427      0.122
6224      0.263
6240      0.104
6242      0.119
6440      0.082
6674      0.116
6810      0.131
7119      0.075
7134      0.147
7385      0.147
7580      0.073
7705      0.147
7837      0.053
