33
t_index   tf-idf    
46        0.005
508       0.172
874       0.117
977       0.119
1091      0.166
1259      0.203
1343      0.112
1405      0.176
1527      0.19
1953      0.213
1961      0.251
2114      0.227
2732      0.092
2847      0.097
3173      0.121
3319      0.251
3526      0.203
4013      0.131
4436      0.109
4675      0.131
4979      0.12
5049      0.203
5461      0.156
5641      0.227
5744      0.227
5867      0.161
6754      0.135
6981      0.18
7385      0.227
7446      0.19
7639      0.149
7732      0.176
7808      0.227
