51
t_index   tf-idf    
47        0.002
125       0.113
226       0.157
345       0.087
806       0.074
977       0.074
1024      0.102
1279      0.091
1911      0.071
2009      0.284
2084      0.127
2307      0.182
2430      0.106
2653      0.073
2659      0.134
3278      0.142
3376      0.11
3415      0.094
3579      0.113
3655      0.471
4022      0.084
4292      0.057
4576      0.079
4710      0.082
4809      0.05
4937      0.142
4967      0.157
4979      0.075
4991      0.108
5077      0.115
5224      0.087
5297      0.084
5299      0.097
5387      0.074
5419      0.193
5506      0.198
6087      0.134
6096      0.084
6327      0.106
6630      0.085
6691      0.113
6819      0.087
6914      0.075
6966      0.205
6996      0.123
7129      0.11
7340      0.087
7347      0.108
7385      0.284
7482      0.157
7686      0.099
