36
t_index   tf-idf    
114       0.005
276       0.233
350       0.154
708       0.189
940       0.14
1024      0.152
1512      0.138
1712      0.154
2307      0.135
2467      0.087
2562      0.182
3224      0.233
3655      0.233
3800      0.198
4135      0.137
4191      0.147
4244      0.176
4274      0.108
4394      0.233
4436      0.101
4508      0.154
4894      0.233
5823      0.171
6000      0.123
6360      0.167
6591      0.233
6678      0.132
6875      0.095
6876      0.157
7062      0.211
7119      0.108
7157      0.16
7180      0.101
7379      0.198
7385      0.211
7614      0.119
