42
t_index   tf-idf    
408       0.002
471       0.071
572       0.384
1024      0.107
1248      0.139
1702      0.132
1925      0.148
2228      0.12
2239      0.089
2295      0.148
2332      0.164
2340      0.097
2353      0.124
2755      0.133
2770      0.264
3278      0.148
3655      0.328
3760      0.082
3765      0.311
3874      0.079
3909      0.092
4166      0.133
4456      0.176
4991      0.056
5077      0.12
5150      0.086
5224      0.091
5414      0.124
6199      0.328
6215      0.11
6223      0.087
6226      0.11
6713      0.098
6981      0.118
7051      0.128
7058      0.062
7161      0.082
7180      0.071
7257      0.062
7385      0.148
7408      0.081
7705      0.148
