63
t_index   tf-idf    
9         0.003
42        0.121
188       0.103
226       0.363
544       0.059
593       0.052
611       0.059
705       0.11
914       0.089
1130      0.078
1261      0.098
1343      0.054
1399      0.103
1500      0.075
1587      0.121
1702      0.049
2059      0.068
2128      0.087
2154      0.121
2201      0.087
2258      0.121
2377      0.121
2439      0.135
2761      0.092
2873      0.054
2902      0.057
2973      0.183
3173      0.058
3282      0.121
3655      0.484
3699      0.089
3874      0.058
3943      0.095
4081      0.078
4300      0.121
4323      0.077
4350      0.095
4540      0.095
4782      0.08
4791      0.11
4885      0.103
4991      0.125
5030      0.077
5130      0.166
5208      0.095
5233      0.221
5605      0.121
6001      0.11
6102      0.095
6318      0.087
6558      0.11
6680      0.042
6726      0.11
6791      0.085
6808      0.121
6819      0.067
6875      0.049
6989      0.103
7581      0.05
7614      0.062
7625      0.098
7686      0.077
7705      0.219
