35
t_index   tf-idf    
3         0.004
450       0.147
471       0.084
578       0.157
657       0.157
889       0.124
1401      0.194
2009      0.176
2414      0.126
2564      0.068
2667      0.103
2745      0.194
2751      0.176
2887      0.582
3278      0.176
3325      0.086
3393      0.157
3415      0.116
3553      0.165
3771      0.091
4022      0.104
4036      0.131
4710      0.101
4751      0.143
5077      0.143
6409      0.136
6819      0.108
6830      0.176
6914      0.092
7129      0.136
7288      0.194
7614      0.099
7686      0.123
7702      0.147
7727      0.194
