47
t_index   tf-idf    
389       0.002
572       0.098
754       0.08
889       0.08
1063      0.071
1084      0.34
1266      0.107
1461      0.092
1504      0.098
1560      0.066
1615      0.125
1664      0.074
1841      0.069
2353      0.095
2564      0.044
2653      0.058
2667      0.066
2789      0.071
2876      0.07
3173      0.181
3629      0.083
3655      0.626
3772      0.09
3874      0.06
4060      0.102
4301      0.102
4436      0.054
4543      0.09
4695      0.06
4828      0.385
4906      0.107
5077      0.092
5308      0.067
5506      0.079
5578      0.088
5759      0.074
5899      0.086
5903      0.098
5925      0.078
6292      0.074
6627      0.133
6824      0.092
6829      0.107
6981      0.09
7030      0.086
7278      0.098
7686      0.079
