48
t_index   tf-idf    
47        0.003
136       0.133
625       0.107
1204      0.176
1353      0.353
1362      0.105
2191      0.234
2228      0.13
2232      0.16
2252      0.117
2467      0.066
2555      0.176
2934      0.176
2941      0.105
3173      0.085
3212      0.08
3325      0.078
3655      0.176
3880      0.143
3989      0.124
4104      0.13
4359      0.138
4533      0.108
4629      0.127
4710      0.092
4781      0.113
4809      0.056
4997      0.15
5007      0.176
5387      0.084
5503      0.111
5677      0.111
6234      0.105
6352      0.121
6498      0.107
6502      0.08
6546      0.106
6627      0.093
6679      0.115
6750      0.127
6921      0.13
6989      0.15
7015      0.117
7036      0.08
7123      0.413
7180      0.076
7257      0.067
7728      0.15
