39
t_index   tf-idf    
572       0.004
812       0.323
1139      0.169
1196      0.169
1208      0.105
1500      0.124
1702      0.08
1946      0.126
2265      0.132
2467      0.074
2686      0.101
2923      0.11
3005      0.118
3224      0.199
3593      0.137
3837      0.452
3909      0.112
4018      0.107
4081      0.064
4340      0.121
4386      0.121
4894      0.199
5041      0.162
5127      0.108
5681      0.13
5776      0.151
6246      0.085
6518      0.18
6681      0.13
6981      0.286
7012      0.115
7036      0.091
7073      0.203
7077      0.128
7257      0.076
7530      0.119
7614      0.101
7623      0.18
7639      0.118
