195
t_index  tf-idf
8     0.0
18     0.048
19     0.037
25     0.038
70     0.045
75     0.038
77     0.034
82     0.034
105     0.04
112     0.033
146     0.034
164     0.028
183     0.034
217     0.051
297     0.04
303     0.032
322     0.048
388     0.051
427     0.039
430     0.057
449     0.172
466     0.026
472     0.265
474     0.136
476     0.118
496     0.059
504     0.044
586     0.028
603     0.057
664     0.032
666     0.113
670     0.068
701     0.048
723     0.04
734     0.041
735     0.054
762     0.056
789     0.034
812     0.048
863     0.026
864     0.251
871     0.04
899     0.082
940     0.032
948     0.057
998     0.113
1009     0.057
1046     0.048
1049     0.029
1072     0.051
1086     0.057
1089     0.021
1170     0.026
1171     0.078
1191     0.044
1201     0.057
1264     0.057
1273     0.048
1280     0.057
1290     0.049
1301     0.022
1348     0.024
1356     0.057
1357     0.057
1360     0.045
1375     0.048
1428     0.029
1432     0.029
1444     0.037
1451     0.125
1464     0.371
1490     0.037
1541     0.096
1565     0.117
1569     0.031
1578     0.051
1581     0.038
1600     0.037
1705     0.072
1744     0.057
1773     0.057
1785     0.036
1833     0.042
1886     0.048
1891     0.02
1894     0.035
1906     0.057
1927     0.039
1940     0.028
1967     0.032
1975     0.03
1981     0.044
1983     0.084
2000     0.029
2010     0.033
2022     0.029
2034     0.037
2073     0.034
2075     0.061
2107     0.044
2118     0.057
2139     0.059
2146     0.057
2154     0.069
2168     0.071
2202     0.057
2210     0.028
2215     0.044
2229     0.057
2241     0.022
2249     0.06
2302     0.056
2316     0.041
2321     0.047
2339     0.035
2355     0.036
2379     0.057
2388     0.051
2443     0.048
2462     0.044
2475     0.117
2479     0.038
2506     0.131
2515     0.032
2518     0.048
2533     0.035
2537     0.023
2540     0.066
2575     0.037
2595     0.039
2614     0.095
2623     0.033
2636     0.038
2663     0.051
2673     0.037
2676     0.038
2683     0.057
2699     0.048
2738     0.057
2750     0.051
2753     0.051
2762     0.037
2842     0.045
2861     0.031
2879     0.066
2907     0.039
2927     0.057
2973     0.036
2987     0.051
2997     0.032
3037     0.045
3049     0.036
3059     0.04
3111     0.034
3155     0.044
3198     0.04
3200     0.042
3202     0.075
3229     0.102
3278     0.044
3299     0.029
3308     0.045
3342     0.03
3346     0.072
3378     0.041
3404     0.12
3406     0.041
3412     0.102
3413     0.035
3421     0.042
3426     0.027
3447     0.096
3491     0.038
3498     0.042
3500     0.057
3515     0.026
3536     0.093
3553     0.037
3613     0.014
3640     0.11
3670     0.169
3671     0.048
3675     0.34
3679     0.04
3688     0.035
3696     0.027
3703     0.061
3714     0.045
3722     0.034
3729     0.057
3737     0.039
3743     0.027
3765     0.033
3775     0.061
3790     0.022
