137
t_index  tf-idf
7     0.002
25     0.042
66     0.03
96     0.039
98     0.048
105     0.043
106     0.062
112     0.036
150     0.033
217     0.056
256     0.029
345     0.045
427     0.042
501     0.042
547     0.034
571     0.056
576     0.046
591     0.042
704     0.056
715     0.052
742     0.027
802     0.143
840     0.037
842     0.062
870     0.045
874     0.078
905     0.036
924     0.138
949     0.046
977     0.062
998     0.062
1086     0.062
1113     0.052
1115     0.048
1152     0.115
1169     0.042
1170     0.057
1171     0.042
1191     0.048
1224     0.052
1250     0.052
1255     0.104
1268     0.048
1283     0.04
1292     0.065
1295     0.092
1301     0.024
1306     0.056
1319     0.05
1343     0.031
1379     0.045
1436     0.07
1451     0.034
1460     0.032
1465     0.043
1493     0.325
1522     0.046
1541     0.209
1542     0.036
1578     0.056
1596     0.048
1694     0.039
1711     0.143
1718     0.056
1813     0.092
1833     0.046
1838     0.02
1885     0.05
1888     0.043
1905     0.056
1940     0.031
1949     0.043
1957     0.039
1975     0.065
2008     0.056
2018     0.045
2055     0.043
2073     0.037
2081     0.03
2097     0.046
2161     0.026
2165     0.052
2186     0.034
2195     0.092
2219     0.064
2224     0.045
2241     0.049
2272     0.062
2297     0.124
2299     0.048
2300     0.112
2302     0.041
2316     0.045
2429     0.062
2465     0.042
2467     0.062
2473     0.038
2497     0.091
2553     0.326
2597     0.039
2605     0.125
2734     0.048
2774     0.033
2776     0.05
2820     0.048
2879     0.036
2907     0.129
2952     0.028
2978     0.062
3000     0.082
3043     0.042
3080     0.037
3138     0.039
3197     0.052
3225     0.031
3230     0.043
3338     0.371
3342     0.065
3343     0.095
3378     0.045
3381     0.035
3399     0.218
3404     0.13
3421     0.046
3435     0.062
3457     0.04
3459     0.092
3472     0.024
3499     0.099
3587     0.043
3671     0.052
3675     0.247
3703     0.1
3737     0.042
3759     0.042
3768     0.036
3775     0.132
