45
t_index  tf-idf
39     0.003
123     0.054
165     0.13
174     0.13
380     0.13
453     0.082
547     0.279
604     0.113
613     0.054
742     0.074
775     0.08
872     0.111
901     0.116
1070     0.089
1158     0.098
1541     0.569
1705     0.107
1718     0.152
1766     0.142
2017     0.091
2070     0.126
2224     0.122
2288     0.122
2398     0.074
2475     0.173
2508     0.156
2526     0.152
2537     0.034
2606     0.204
2646     0.111
2711     0.207
2861     0.093
2868     0.082
2869     0.131
2907     0.117
2948     0.13
2976     0.095
3070     0.088
3281     0.169
3369     0.152
3515     0.078
3612     0.142
3661     0.102
3713     0.072
3790     0.065
