376
t_index  tf-idf
4     0.0
19     0.029
21     0.014
25     0.03
28     0.015
34     0.057
51     0.017
53     0.017
60     0.023
65     0.041
70     0.054
75     0.015
76     0.019
93     0.068
97     0.016
101     0.063
104     0.018
107     0.018
109     0.015
112     0.013
114     0.017
123     0.029
150     0.012
158     0.017
166     0.015
170     0.016
175     0.228
177     0.049
189     0.023
191     0.029
192     0.083
201     0.03
213     0.015
216     0.019
218     0.02
229     0.037
244     0.011
256     0.021
274     0.019
281     0.041
290     0.015
296     0.014
297     0.016
310     0.026
320     0.018
322     0.019
324     0.019
336     0.168
368     0.01
375     0.075
377     0.035
418     0.028
423     0.016
457     0.018
466     0.01
468     0.013
483     0.012
491     0.02
498     0.012
501     0.015
512     0.023
513     0.013
525     0.017
547     0.012
590     0.016
591     0.015
606     0.023
616     0.023
643     0.064
656     0.019
667     0.014
675     0.03
689     0.023
690     0.023
695     0.03
718     0.023
728     0.02
762     0.034
769     0.009
772     0.033
822     0.045
854     0.008
857     0.012
864     0.014
870     0.016
871     0.016
872     0.03
882     0.012
901     0.046
905     0.013
906     0.023
912     0.016
914     0.023
918     0.013
920     0.009
947     0.045
987     0.018
1013     0.013
1021     0.019
1028     0.019
1049     0.035
1060     0.013
1067     0.023
1076     0.017
1081     0.015
1102     0.018
1118     0.023
1135     0.015
1156     0.023
1170     0.01
1172     0.019
1180     0.029
1191     0.035
1194     0.018
1211     0.017
1215     0.023
1227     0.015
1234     0.015
1259     0.119
1280     0.023
1284     0.035
1285     0.019
1290     0.019
1291     0.015
1301     0.009
1348     0.01
1355     0.038
1361     0.018
1379     0.016
1422     0.041
1428     0.035
1443     0.017
1451     0.012
1467     0.097
1490     0.073
1493     0.015
1497     0.02
1509     0.028
1515     0.03
1522     0.017
1524     0.016
1527     0.023
1538     0.019
1541     0.209
1542     0.026
1563     0.023
1565     0.015
1569     0.062
1578     0.387
1581     0.015
1594     0.016
1619     0.015
1631     0.017
1634     0.019
1674     0.017
1678     0.015
1683     0.063
1717     0.03
1719     0.02
1725     0.042
1742     0.043
1745     0.035
1752     0.182
1758     0.014
1766     0.019
1793     0.013
1830     0.02
1833     0.034
1838     0.037
1850     0.014
1852     0.013
1873     0.034
1885     0.036
1891     0.016
1893     0.013
1894     0.028
1908     0.026
1909     0.019
1913     0.033
1928     0.017
1930     0.041
1933     0.019
1940     0.045
1951     0.061
1957     0.057
1980     0.014
1981     0.017
1987     0.038
2000     0.035
2011     0.026
2017     0.037
2022     0.023
2045     0.02
2057     0.023
2073     0.013
2078     0.012
2081     0.077
2085     0.02
2089     0.031
2102     0.012
2107     0.017
2111     0.127
2112     0.021
2115     0.014
2124     0.038
2136     0.017
2155     0.018
2161     0.009
2173     0.018
2179     0.016
2186     0.012
2199     0.057
2200     0.018
2215     0.017
2218     0.009
2223     0.015
2226     0.038
2235     0.035
2254     0.023
2263     0.018
2281     0.014
2300     0.01
2302     0.119
2310     0.017
2316     0.057
2321     0.019
2338     0.017
2339     0.042
2355     0.029
2378     0.019
2406     0.038
2408     0.023
2410     0.023
2418     0.029
2436     0.034
2439     0.023
2440     0.008
2447     0.018
2450     0.02
2451     0.014
2475     0.012
2479     0.015
2493     0.014
2497     0.011
2500     0.041
2503     0.021
2515     0.026
2520     0.019
2525     0.045
2537     0.014
2540     0.026
2545     0.02
2546     0.016
2548     0.044
2557     0.02
2574     0.095
2588     0.017
2604     0.017
2614     0.038
2634     0.015
2647     0.02
2654     0.038
2663     0.02
2683     0.068
2689     0.023
2692     0.044
2708     0.017
2714     0.023
2716     0.023
2725     0.041
2734     0.044
2741     0.02
2750     0.02
2762     0.03
2766     0.019
2774     0.012
2786     0.035
2799     0.032
2808     0.019
2812     0.016
2849     0.02
2861     0.012
2876     0.02
2877     0.017
2879     0.033
2881     0.02
2882     0.008
2885     0.181
2904     0.073
2907     0.071
2946     0.013
2948     0.017
2952     0.01
2957     0.02
2971     0.017
2973     0.043
2974     0.02
2978     0.023
2993     0.014
2999     0.036
3004     0.012
3018     0.02
3030     0.01
3037     0.018
3045     0.018
3049     0.014
3068     0.02
3070     0.012
3076     0.017
3079     0.018
3080     0.013
3087     0.023
3138     0.043
3150     0.034
3151     0.019
3155     0.017
3200     0.017
3204     0.021
3218     0.028
3225     0.023
3251     0.03
3257     0.016
3260     0.019
3282     0.046
3283     0.013
3298     0.017
3299     0.035
3315     0.025
3337     0.023
3338     0.023
3342     0.012
3343     0.017
3376     0.017
3377     0.015
3395     0.049
3404     0.476
3412     0.02
3423     0.022
3434     0.019
3442     0.068
3447     0.01
3476     0.01
3490     0.041
3510     0.017
3515     0.01
3517     0.068
3526     0.052
3530     0.018
3535     0.023
3542     0.023
3550     0.023
3553     0.029
3564     0.023
3588     0.019
3589     0.017
3613     0.005
3615     0.035
3638     0.018
3675     0.226
3688     0.014
3689     0.013
3695     0.026
3696     0.011
3698     0.034
3714     0.009
3722     0.014
3725     0.052
3731     0.029
3756     0.016
3757     0.016
3769     0.01
3775     0.036
3790     0.026
3794     0.062
3795     0.194
3797     0.014
