83
t_index  tf-idf
42     0.001
63     0.091
109     0.089
112     0.08
199     0.086
202     0.075
216     0.117
354     0.097
437     0.068
443     0.082
483     0.072
501     0.093
524     0.084
602     0.082
664     0.156
666     0.138
708     0.088
746     0.125
808     0.138
824     0.233
863     0.193
949     0.103
950     0.106
1053     0.048
1077     0.073
1081     0.093
1087     0.211
1143     0.103
1242     0.082
1292     0.073
1343     0.07
1494     0.111
1515     0.093
1556     0.111
1569     0.075
1578     0.125
1588     0.125
1683     0.077
1759     0.138
1881     0.091
1913     0.067
2004     0.086
2022     0.072
2210     0.069
2221     0.075
2227     0.103
2249     0.073
2259     0.117
2323     0.084
2339     0.085
2406     0.077
2562     0.125
2609     0.075
2657     0.117
2685     0.233
2698     0.1
2715     0.194
2742     0.073
2806     0.093
2887     0.07
2888     0.106
2907     0.048
2939     0.059
2940     0.117
3218     0.085
3232     0.069
3251     0.091
3311     0.066
3363     0.167
3404     0.292
3406     0.1
3464     0.148
3475     0.117
3476     0.064
3515     0.064
3553     0.045
3615     0.072
3643     0.081
3675     0.138
3699     0.093
3766     0.074
3768     0.081
3790     0.053
