122
t_index  tf-idf
7     0.001
41     0.08
49     0.094
73     0.085
105     0.066
109     0.061
112     0.055
150     0.05
191     0.06
246     0.068
256     0.044
307     0.06
310     0.109
418     0.117
513     0.056
519     0.066
526     0.066
666     0.094
674     0.073
693     0.061
735     0.045
738     0.057
806     0.059
854     0.071
868     0.066
893     0.073
898     0.068
918     0.055
924     0.07
938     0.08
1018     0.068
1050     0.065
1063     0.061
1089     0.035
1120     0.09
1145     0.073
1156     0.094
1170     0.044
1173     0.08
1252     0.085
1301     0.037
1350     0.057
1358     0.04
1507     0.094
1541     0.239
1575     0.062
1578     0.34
1584     0.085
1600     0.124
1696     0.085
1717     0.062
1726     0.076
1734     0.049
1737     0.07
1785     0.119
1858     0.194
1893     0.055
1909     0.04
1915     0.059
1967     0.054
1995     0.07
1997     0.094
2005     0.055
2017     0.051
2022     0.147
2034     0.062
2057     0.048
2073     0.112
2116     0.17
2219     0.098
2236     0.07
2237     0.072
2240     0.068
2284     0.085
2300     0.043
2302     0.031
2316     0.034
2326     0.094
2357     0.094
2418     0.061
2431     0.062
2500     0.057
2503     0.045
2515     0.053
2537     0.038
2596     0.189
2673     0.062
2703     0.08
2734     0.037
2784     0.076
2857     0.048
2877     0.073
2879     0.055
2912     0.066
2957     0.085
2982     0.272
2983     0.117
2987     0.085
3068     0.085
3097     0.094
3104     0.069
3147     0.056
3225     0.095
3251     0.062
3299     0.048
3334     0.066
3404     0.066
3406     0.068
3423     0.047
3447     0.04
3457     0.031
3472     0.037
3474     0.055
3545     0.05
3666     0.048
3675     0.283
3689     0.053
3714     0.038
3771     0.073
3775     0.101
3790     0.036
3797     0.058
