174
t_index  tf-idf
8     0.0
30     0.154
40     0.031
66     0.021
107     0.034
112     0.025
159     0.039
199     0.08
256     0.04
276     0.055
281     0.026
303     0.024
310     0.025
341     0.043
363     0.031
368     0.054
389     0.036
418     0.027
468     0.024
470     0.043
513     0.102
562     0.084
602     0.025
641     0.03
652     0.043
653     0.129
664     0.048
670     0.026
695     0.057
701     0.072
707     0.043
724     0.043
738     0.026
762     0.128
773     0.036
798     0.077
828     0.03
840     0.103
854     0.016
872     0.028
940     0.024
942     0.034
952     0.026
979     0.181
1009     0.129
1066     0.039
1086     0.043
1132     0.034
1135     0.057
1204     0.043
1208     0.019
1221     0.086
1227     0.028
1229     0.072
1261     0.03
1290     0.018
1301     0.068
1350     0.103
1396     0.039
1422     0.039
1436     0.048
1444     0.056
1451     0.189
1460     0.022
1467     0.037
1522     0.032
1541     0.108
1578     0.039
1581     0.029
1601     0.081
1633     0.06
1713     0.077
1717     0.056
1734     0.022
1742     0.016
1765     0.086
1867     0.039
1911     0.043
1914     0.023
1940     0.021
1951     0.029
1957     0.054
1975     0.023
2000     0.066
2011     0.073
2017     0.023
2022     0.067
2057     0.044
2062     0.034
2089     0.029
2090     0.034
2161     0.018
2168     0.027
2218     0.032
2237     0.016
2268     0.025
2278     0.044
2281     0.053
2302     0.042
2316     0.015
2323     0.103
2332     0.031
2339     0.026
2440     0.016
2442     0.043
2467     0.043
2515     0.024
2537     0.009
2571     0.034
2588     0.032
2606     0.026
2634     0.029
2660     0.034
2707     0.06
2719     0.022
2725     0.039
2755     0.043
2762     0.028
2803     0.032
2808     0.108
2868     0.021
2869     0.15
2876     0.039
2879     0.05
2882     0.015
2890     0.036
2907     0.045
2939     0.018
2953     0.043
2956     0.029
2971     0.033
2997     0.024
3069     0.043
3078     0.029
3085     0.043
3111     0.025
3155     0.033
3218     0.026
3234     0.029
3236     0.036
3269     0.056
3282     0.118
3284     0.069
3363     0.026
3364     0.033
3377     0.055
3396     0.039
3402     0.024
3404     0.391
3406     0.402
3412     0.077
3457     0.042
3482     0.033
3515     0.02
3553     0.028
3607     0.043
3613     0.01
3658     0.039
3661     0.026
3675     0.386
3689     0.024
3699     0.057
3711     0.118
3722     0.026
3731     0.054
3732     0.043
3747     0.069
3761     0.039
3765     0.05
3766     0.046
3769     0.019
3774     0.086
3775     0.069
3782     0.031
