102
t_index  tf-idf
27     0.001
30     0.072
63     0.053
112     0.186
127     0.145
164     0.039
229     0.131
244     0.039
336     0.06
365     0.049
375     0.053
484     0.064
497     0.072
592     0.054
616     0.041
643     0.125
664     0.045
714     0.08
756     0.062
762     0.08
836     0.043
854     0.03
885     0.039
895     0.08
925     0.072
952     0.048
1050     0.055
1060     0.045
1079     0.068
1170     0.037
1394     0.08
1451     0.044
1483     0.064
1490     0.052
1491     0.055
1541     0.068
1546     0.119
1569     0.044
1575     0.053
1589     0.064
1621     0.15
1698     0.08
1705     0.051
1718     0.072
1725     0.098
1745     0.062
1752     0.054
1756     0.062
1758     0.148
1785     0.102
1850     0.051
1895     0.051
1959     0.08
2078     0.042
2102     0.044
2206     0.055
2210     0.04
2219     0.083
2237     0.031
2241     0.032
2243     0.044
2302     0.079
2316     0.058
2318     0.08
2338     0.06
2439     0.161
2515     0.045
2520     0.135
2537     0.016
2546     0.058
2734     0.063
2748     0.041
2776     0.129
2876     0.072
2907     0.056
2948     0.062
2952     0.037
2957     0.072
2978     0.08
2993     0.049
3004     0.044
3159     0.062
3225     0.041
3283     0.045
3342     0.042
3346     0.051
3395     0.086
3397     0.072
3404     0.226
3406     0.058
3426     0.039
3442     0.08
3447     0.034
3472     0.095
3476     0.037
3553     0.026
3571     0.08
3675     0.562
3693     0.339
3696     0.039
3719     0.049
3794     0.055
