106
t_index  tf-idf
30     0.004
34     0.106
51     0.081
66     0.051
123     0.101
127     0.094
164     0.103
175     0.088
229     0.034
244     0.05
252     0.084
256     0.049
261     0.094
304     0.084
310     0.061
365     0.128
375     0.104
468     0.06
498     0.11
592     0.14
643     0.108
668     0.094
735     0.05
836     0.168
850     0.14
920     0.086
925     0.094
946     0.088
1154     0.105
1211     0.078
1229     0.088
1244     0.062
1261     0.073
1283     0.067
1321     0.088
1348     0.044
1363     0.051
1423     0.209
1490     0.067
1502     0.061
1503     0.081
1524     0.073
1566     0.088
1683     0.058
1742     0.04
1752     0.14
1794     0.094
1800     0.072
1838     0.034
1852     0.061
1956     0.065
1962     0.073
1997     0.105
2022     0.054
2057     0.107
2111     0.084
2112     0.048
2178     0.075
2210     0.052
2218     0.039
2268     0.062
2302     0.034
2321     0.044
2424     0.105
2440     0.038
2479     0.07
2511     0.052
2525     0.041
2535     0.094
2597     0.065
2685     0.088
2692     0.067
2715     0.073
2758     0.06
2879     0.03
2907     0.036
2931     0.058
2952     0.048
2953     0.105
2990     0.084
3030     0.142
3108     0.084
3150     0.078
3151     0.088
3204     0.033
3239     0.105
3243     0.094
3283     0.059
3395     0.037
3404     0.22
3442     0.105
3443     0.105
3488     0.209
3508     0.081
3553     0.067
3613     0.127
3616     0.03
3663     0.053
3668     0.084
3675     0.418
3699     0.07
3714     0.042
3769     0.047
3775     0.056
3794     0.036
3795     0.189
