tt0105695
movie_id       cosine_similarity   
tt0105112      0.447223            
tt1204975      0.447223            
tt0243655      0.447223            
tt0040897      0.447223            
tt0126886      0.447223            
tt0286716      0.447223            
tt0090605      0.447223            
tt0243155      0.447223            
tt0121765      0.447223            
tt0443453      0.447223            
tt0107131      0.447223            
tt0110364      0.447223            
tt0450259      0.447223            
tt0143145      0.447223            
tt0435625      0.447223            
tt0343818      0.447223            
tt0120815      0.447223            
tt0253754      0.447223            
tt1951264      0.447223            
tt0118849      0.447223            
tt0120783      0.447223            
tt0114814      0.447223            
tt0101700      0.447223            
tt0377092      0.447223            
tt0102768      0.447223            
tt1259521      0.447223            
tt2084970      0.447223            
tt0108399      0.447223            
tt0017136      0.447223            
tt2356777      0.447223            
tt0215750      0.447223            
tt0082096      0.447223            
tt0408985      0.447223            
tt0107822      0.447223            
tt1120985      0.451123            
tt0018455      0.451123            
tt0499448      0.451123            
tt0133152      0.451123            
tt1289401      0.451123            
tt2101441      0.451123            
tt0475784      0.451123            
tt1536537      0.451123            
tt0113957      0.451123            
tt0100507      0.451123            
tt0302886      0.451123            
tt0460681      0.451123            
tt3011894      0.451123            
tt0114319      0.451123            
tt3748528      0.451123            
tt0107207      0.451123            
tt0120363      0.451123            
tt0109707      0.451123            
tt0103893      0.451123            
tt1217209      0.451123            
tt0116126      0.451123            
tt0140352      0.451123            
tt0406375      0.451123            
tt0120794      0.451123            
tt3659388      0.451123            
tt0160127      0.451123            
tt0103772      0.451123            
tt0099810      0.451123            
tt0116705      0.451123            
tt0298148      0.451123            
tt0351283      0.451123            
tt0102744      0.451123            
tt1298650      0.451123            
tt1187064      0.451123            
tt0149261      0.451123            
tt0106977      0.451123            
tt0452594      0.451123            
tt2660888      0.451123            
tt0103064      0.451123            
tt0959337      0.451123            
tt0295700      0.451123            
tt0107048      0.451123            
tt0416320      0.451123            
tt0353969      0.451123            
tt0405159      0.451123            
tt1781769      0.451123            
tt0337741      0.451123            
tt0120828      0.451123            
tt0120903      0.451123            
tt0232500      0.451123            
tt0113442      0.451123            
tt0396171      0.451123            
tt0458352      0.451123            
tt1392190      0.451123            
tt0458339      0.451123            
tt0110322      0.451123            
tt0324216      0.451123            
tt0382625      0.451123            
tt0101545      0.451123            
tt0360486      0.451123            
tt0129290      0.451123            
tt1228705      0.451123            
tt1430132      0.451123            
tt0133093      0.451123            
tt0103241      0.451123            
tt0230011      0.451123            
tt0887912      0.451123            
tt0376994      0.451123            
tt0101889      0.451123            
tt0106582      0.451123            
tt1591095      0.451123            
tt5439796      0.451123            
tt0408236      0.451123            
tt0117218      0.451123            
tt1355644      0.451123            
tt5580390      0.451123            
tt0461770      0.451123            
tt0038650      0.455323            
tt0234215      0.455323            
tt1091191      0.455323            
tt0117666      0.455323            
tt0765429      0.455323            
tt0116996      0.455323            
tt0319061      0.455323            
tt0050783      0.455323            
tt0118749      0.455323            
tt0340855      0.455323            
tt0046912      0.455323            
tt2262227      0.455323            
tt0107362      0.455323            
