tt0068646
movie_id       cosine_similarity   
tt0105112      0.099516            
tt1204975      0.048056            
tt0243655      0.051416            
tt0040897      0.021080            
tt0126886      0.000000            
tt0286716      0.000000            
tt0090605      0.000000            
tt0243155      0.029498            
tt0121765      0.013260            
tt0443453      0.047361            
tt0107131      0.043032            
tt0110364      0.052297            
tt0450259      0.013524            
tt0143145      0.032354            
tt0435625      0.010248            
tt0343818      0.070754            
tt0120815      0.013260            
tt0253754      0.052076            
tt1951264      0.027146            
tt0118849      0.011102            
tt0120783      0.052165            
tt0114814      0.008418            
tt0101700      0.000000            
tt0377092      0.056233            
tt0102768      0.000000            
tt1259521      0.065600            
tt2084970      0.021903            
tt0108399      0.026878            
tt0017136      0.011224            
tt2356777      0.017271            
tt0215750      0.070558            
tt0082096      0.007930            
tt0408985      0.016728            
tt0107822      0.000000            
tt1120985      0.039133            
tt0018455      0.028044            
tt0499448      0.027419            
tt0133152      0.015910            
tt1289401      0.000000            
tt2101441      0.000000            
tt0475784      0.078945            
tt1536537      0.051115            
tt0113957      0.000000            
tt0100507      0.053190            
tt0302886      0.066923            
tt0460681      0.112598            
tt3011894      0.066700            
tt0114319      0.026928            
tt3748528      0.000000            
tt0107207      0.000000            
tt0120363      0.000000            
tt0109707      0.056024            
tt0103893      0.014032            
tt1217209      0.000000            
tt0116126      0.001385            
tt0140352      0.000000            
tt0406375      0.000000            
tt0120794      0.051290            
tt3659388      0.000000            
tt0160127      0.000000            
tt0103772      0.074818            
tt0099810      0.014406            
tt0116705      0.018924            
tt0298148      0.018744            
tt0351283      0.072098            
tt0102744      0.000000            
tt1298650      0.000000            
tt1187064      0.021977            
tt0149261      0.022024            
tt0106977      0.012825            
tt0452594      0.063863            
tt2660888      0.015660            
tt0103064      0.000000            
tt0959337      0.070212            
tt0295700      0.012070            
tt0107048      0.000000            
tt0416320      0.044244            
tt0353969      0.027098            
tt0405159      0.079893            
tt1781769      0.010175            
tt0337741      0.026365            
tt0120828      0.018612            
tt0120903      0.014112            
tt0232500      0.018190            
tt0113442      0.009516            
tt0396171      0.000000            
tt0458352      0.011352            
tt1392190      0.073128            
tt0458339      0.038047            
tt0110322      0.068931            
tt0324216      0.022176            
tt0382625      0.000000            
tt0101545      0.000000            
tt0360486      0.011655            
